"DRXFDCD","DRXFCSD","DRXFCLD"
27311610,"BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27311620,"BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27311625,"BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27311630,"BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27311635,"BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
27311640,"BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27311645,"BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,","Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
27311650,"BEEF, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,","Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
27313010,"BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27313020,"BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27313110,"BEEF CHOW MEIN OR CHOP SUEY WITH NOODLES","Beef chow mein or chop suey with noodles"
27313150,"BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
27313160,"BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
27313210,"BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27313220,"BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27313310,"BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce"
27313320,"BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce"
27313410,"BEEF, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27313420,"BEEF, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A","Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27315010,"BEEF, RICE, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27315020,"BEEF, RICE, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27315210,"BEEF, RICE, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27315220,"BEEF, RICE, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND/","Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27315250,"STUFFED CABBAGE ROLLS WITH BEEF AND RICE","Stuffed cabbage rolls with beef and rice"
27315270,"STUFFED GRAPE LEAVES WITH BEEF AND RICE","Stuffed grape leaves with beef and rice"
27315310,"BEEF, RICE, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce"
27315320,"BEEF, RICE, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce"
27315330,"BEEF, RICE, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
27315340,"BEEF, RICE, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27315410,"BEEF, RICE, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27315420,"BEEF, RICE, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27315510,"BEEF, RICE, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/","Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
27315520,"BEEF, RICE, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND","Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
27317010,"BEEF POT PIE","Beef pot pie"
27317100,"BEEF, DUMPLINGS, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,","Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27317110,"BEEF, DUMPLINGS, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,","Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27319010,"STUFFED GREEN PEPPER, PUERTO RICAN STYLE","Stuffed green pepper, Puerto Rican style"
27320020,"HAM POT PIE","Ham pot pie"
27320025,"HAM OR PORK, NOODLES AND VEGETABLES EXCLUDING CARROTS, BROCC","Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27320027,"HAM OR PORK, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROC","Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27320030,"HAM OR PORK, NOODLES AND VEGETABLES EXCLUDING CARROTS, BROCC","Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27320040,"PORK, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,","Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27320070,"HAM OR PORK, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROC","Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27320080,"SAUSAGE, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI","Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27320090,"SAUSAGE, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI","Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27320100,"PORK, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,","Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27320110,"PORK, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,","Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27320120,"SAUSAGE, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOL","Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27320130,"SAUSAGE, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOL","Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27320140,"PORK, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,","Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27320150,"PORK, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,","Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27320210,"PORK, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,","Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27320310,"PORK CHOW MEIN OR CHOP SUEY WITH NOODLES","Pork chow mein or chop suey with noodles"
27320320,"PORK, RICE, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/","Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
27320330,"PORK, RICE, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND","Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
27320340,"PORK, RICE, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/","Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27320350,"PORK, RICE, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND","Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27320410,"HAM, POTATOES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A","Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27320450,"HAM, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A","Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27320500,"SWEET AND SOUR PORK WITH RICE","Sweet and sour pork with rice"
27330010,"SHEPHERD'S PIE WITH LAMB","Shepherd's pie with lamb"
27330030,"LAMB OR MUTTON STEW WITH POTATOES AND VEGETABLES INCLUDING C","Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27330050,"LAMB OR MUTTON, RICE, AND VEGETABLES EXCLUDING CARROTS, BROC","Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27330060,"LAMB OR MUTTON, RICE, AND VEGETABLES INCLUDING CARROTS, BROC","Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27330080,"LAMB OR MUTTON, RICE, AND VEGETABLES  INCLUDING CARROTS, BRO","Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy"
27330110,"LAMB OR MUTTON STEW WITH POTATOES AND VEGETABLES EXCLUDING C","Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27330170,"STUFFED GRAPE LEAVES WITH LAMB AND RICE","Stuffed grape leaves with lamb and rice"
27330210,"LAMB OR MUTTON STEW WITH POTATOES AND VEGETABLES INCLUDING C","Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27330220,"LAMB OR MUTTON STEW WITH POTATOES AND VEGETABLES EXCLUDING C","Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27331150,"VEAL FRICASSEE, PUERTO RICAN STYLE","Veal fricassee, Puerto Rican style"
27332100,"VEAL STEW WITH POTATOES AND VEGETABLES INCLUDING CARROTS, BR","Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27332110,"VEAL STEW WITH POTATOES AND VEGETABLES EXCLUDING CARROTS, BR","Veal stew with potatoes and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27335100,"RABBIT STEW WITH POTATOES AND VEGETABLES","Rabbit stew with potatoes and vegetables"
27335500,"STEWED RABBIT, PUERTO RICAN STYLE,","Stewed rabbit, Puerto Rican style,"
27336100,"VENISON OR DEER STEW WITH POTATOES AND VEGETABLES INCLUDING","Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27336150,"VENISON OR DEER STEW WITH POTATOES AND VEGETABLES EXCLUDING","Venison or deer stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27336200,"VENISON OR DEER, POTATOES, AND VEGETABLES INCLUDING CARROTS,","Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27336250,"VENISON OR DEER, POTATOES, AND VEGETABLES EXCLUDING CARROTS,","Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27336300,"VENISON OR DEER, NOODLES, AND VEGETABLES INCLUDING CARROTS,","Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27336310,"VENISON OR DEER, NOODLES, AND VEGETABLES EXCLUDING CARROTS,","Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27341000,"CHICKEN OR TURKEY, POTATOES, CORN, AND CHEESE, WITH GRAVY","Chicken or turkey, potatoes, corn, and cheese, with gravy"
27341010,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES INCLUDING CARROT","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27341020,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES EXCLUDING CARROT","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27341025,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES INCLUDING CARROT","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27341030,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES EXCLUDING CARROT","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27341035,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES INCLUDING CARROT","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27341040,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES EXCLUDING CARROT","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27341045,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES INCLUDING CARROT","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
27341050,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES EXCLUDING CARROT","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27341055,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES INCLUDING CARROT","Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27341060,"CHICKEN OR TURKEY, POTATOES, AND VEGETABLES EXCLUDING CARROT","Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27341310,"CHICKEN OR TURKEY STEW WITH POTATOES AND VEGETABLES INCLUDIN","Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27341320,"CHICKEN OR TURKEY STEW WITH POTATOES AND VEGETABLES EXCLUDIN","Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27341510,"CHICKEN OR TURKEY STEW WITH POTATOES AND VEGETABLES INCLUDIN","Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27341520,"CHICKEN OR TURKEY STEW WITH POTATOES AND VEGETABLES EXCLUDIN","Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce"
27343010,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES INCLUDING CARROTS","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27343020,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES EXCLUDING CARROTS","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27343410,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES INCLUDING CARROTS","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27343420,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES EXCLUDING CARROTS","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27343470,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES INCLUDING CARROTS","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27343480,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES EXCLUDING CARROTS","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27343510,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES INCLUDING CARROTS","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27343520,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES EXCLUDING CARROTS","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27343910,"CHICKEN OR TURKEY CHOW MEIN OR CHOP SUEY WITH NOODLES","Chicken or turkey chow mein or chop suey with noodles"
27343950,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES INCLUDING CARROTS","Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
27343960,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES EXCLUDING CARROTS","Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27345010,"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27345020,"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27345210,"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27345220,"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27345230,"CHICKEN OR TURKEY, RICE, CORN, AND CHEESE, WITH GRAVY","Chicken or turkey, rice, corn, and cheese, with gravy"
27345310,"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
27345320,"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
27345410,"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27345420,"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27345440,"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
27345450,"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27345510,"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27345520,"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B","Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27347100,"CHICKEN OR TURKEY POT PIE","Chicken or turkey pot pie"
27347200,"CHICKEN OR TURKEY, STUFFING, AND VEGETABLES INCLUDING CARROT","Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
27347210,"CHICKEN OR TURKEY,STUFFING, AND VEGETABLES EXCLUDING CARROTS","Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce"
